n	id	author_disp	title_disp	author_refs	title	subtitle	suptitle1	suptitle2	byline	editor	date_from	date_to	date_display	place	monograph	volnum	pages	text_type	modernism	visual	lang_type	nstd_level	foreign_lang	foreign_level	note	
1160	maj68-1824	[Neznani avtor]	Možnost programa CEFF 10.000 m visoko (1970) [maj68]		Možnost programa CEFF 10.000 m visoko						1970-04-14		14.apr 1970	Ljubljana	Tribuna	XIX/10	16	hibrid	visoka	odsotna	knjižni jezik	odsotna		odsotna	NR
1161	maj68-1825	[Neznani avtor]	Produkcija N S prikazuje (1970) [maj68]		Produkcija N S prikazuje						1970-04-14		14.apr 1970	Ljubljana	Tribuna	XIX/10	16	hibrid	visoka	visoka	knjižni jezik	odsotna		odsotna	NR
1162	maj68-1826	[Neznani avtor]	Srečo & Nuša (1970) [maj68]		Srečo & Nuša						1970-04-14		14.apr 1970	Ljubljana	Tribuna	XIX/10	16	hibrid	srednja	odsotna	knjižni jezik	odsotna		odsotna	NR
1163	maj68-1827	Ivan Cimerman (1938)	Praktikant z diplomo (1970) [maj68]	#CimermanIvan	Praktikant z diplomo						1970-04-14		14.apr 1970	Ljubljana	Tribuna	XIX/10	16	proza	srednja	odsotna	knjižni jezik	odsotna		odsotna	NR
1164	maj68-1828	Nuša Dragan (1943)	Projekt kako misel misli kaj na daleč:: Mislimo polivanje vode (1970) [maj68]	#DraganNuša	Mislimo polivanje vode			Projekt kako misel misli kaj na daleč			1970-05-04		4.maj 1970	Ljubljana	Tribuna	XIX/11	4	poezija	visoka	visoka	knjižni jezik	odsotna		odsotna	NR
1165	maj68-1829	Srečo Dragan (1944)	Projekt kako misel misli kaj na daleč:: Mislimo točenje vode iz pipe v železni lonec (1970) [maj68]	#DraganSrečo	Mislimo točenje vode iz pipe v železni lonec			Projekt kako misel misli kaj na daleč			1970-05-04		4.maj 1970	Ljubljana	Tribuna	XIX/11	4	poezija	visoka	visoka	knjižni jezik	odsotna		odsotna	NR
1166	maj68-1830	Anton Peršak (1947)	V umetni svetlobi / (kos) (1970) [maj68]	#PeršakAnton	V umetni svetlobi	(kos)					1970-05-04		4.maj 1970	Ljubljana	Tribuna	XIX/11	8–9	drama	visoka	visoka	knjižni jezik	odsotna		odsotna	NR
1167	maj68-1831	Nuša Dragan (1943);Srečo Dragan (1944)	Projekt kako se odločite kaj odloča impersonalna grupna komunikacija (1970) [maj68]	#DraganNuša;#DraganSrečo	Projekt kako se odločite kaj odloča impersonalna grupna komunikacija						1970-05-04		4.maj 1970	Ljubljana	Tribuna	XIX/11	9	poezija	visoka	visoka	knjižni jezik	odsotna		odsotna	NR
1168	maj68-1832	Marko Švabić (1949)	Popevke:: Jajčka (1970) [maj68]	#ŠvabićMarko	Jajčka			Popevke	Marko Švabić – et tu, Brute!		1970-05-04		4.maj 1970	Ljubljana	Tribuna	XIX/11	10	poezija	visoka	odsotna	splošni pogovorni jezik	nizka	srbohrvaščina;angleščina;ruščina	nizka	NR
1169	maj68-1833	Majda Knap (1947)	Ali je človek še majhen? (1970) [maj68]	#KnapMajda	Ali je človek še majhen?						1970-05-04		4.maj 1970	Ljubljana	Tribuna	XIX/11	16	proza	srednja	odsotna	knjižni jezik	odsotna		odsotna	NR
1170	maj68-1834	Sašo Šrot	Good boys / odlomek iz drame (1970) [maj68]	#ŠrotSašo	Good boys	odlomek iz drame					1970-05-19		19.maj 1970	Ljubljana	Tribuna	XIX/12–13	1	drama	nizka	odsotna	knjižni jezik	odsotna	angleščina	nizka	NR
1171	maj68-1835	[Neznani avtor]	[Brez naslova] (1970) [maj68]								1970-05-19		19.maj 1970	Ljubljana	Tribuna	XIX/12–13	5	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	NR
1172	maj68-1836	Matjaž Hanžek (1949)	Popevke:: Pesmi iz knjige članki in razprave: [Brez naslova] (1970) [maj68]	#HanžekMatjaž			Pesmi iz knjige članki in razprave	Popevke			1970-05-19		19.maj 1970	Ljubljana	Tribuna	XIX/12–13	12–13	poezija	visoka	odsotna	knjižni jezik	odsotna		odsotna	NR
1173	maj68-1837	Matjaž Hanžek (1949)	Popevke:: Pesmi iz knjige članki in razprave: [Brez naslova] (1970) [maj68]	#HanžekMatjaž			Pesmi iz knjige članki in razprave	Popevke			1970-05-19		19.maj 1970	Ljubljana	Tribuna	XIX/12–13	12–13	poezija	visoka	odsotna	knjižni jezik	odsotna		odsotna	NR
1174	maj68-1838	Matjaž Hanžek (1949)	Popevke:: Pesmi iz knjige članki in razprave: [Brez naslova] (1970) [maj68]	#HanžekMatjaž			Pesmi iz knjige članki in razprave	Popevke			1970-05-19		19.maj 1970	Ljubljana	Tribuna	XIX/12–13	12–13	poezija	visoka	odsotna	knjižni jezik	odsotna		odsotna	NR
1175	maj68-1839	Matjaž Hanžek (1949)	Popevke:: Pesmi iz knjige članki in razprave: [Brez naslova] (1970) [maj68]	#HanžekMatjaž			Pesmi iz knjige članki in razprave	Popevke			1970-05-19		19.maj 1970	Ljubljana	Tribuna	XIX/12–13	12–13	poezija	visoka	odsotna	knjižni jezik	odsotna		odsotna	NR
1176	maj68-1840	Matjaž Hanžek (1949)	Popevke:: Pesmi iz knjige članki in razprave: [Brez naslova] (1970) [maj68]	#HanžekMatjaž			Pesmi iz knjige članki in razprave	Popevke			1970-05-19		19.maj 1970	Ljubljana	Tribuna	XIX/12–13	12–13	poezija	visoka	odsotna	knjižni jezik	odsotna		odsotna	NR
1177	maj68-1841	Ivo Svetina (1948);Barbara L.	Popevke:: Ivo Svetina ml. in Barbara l. smrdelo je tiste dni po dreku je smrdelo tiste dni ko sem spal z zgodovino (1970) [maj68]	#SvetinaIvo;#L.Barbara	Ivo Svetina ml. in Barbara l. smrdelo je tiste dni po dreku je smrdelo tiste dni ko sem spal z zgodovino			Popevke			1970-05-19		19.maj 1970	Ljubljana	Tribuna	XIX/12–13	12	poezija	visoka	odsotna	splošni pogovorni jezik	nizka		odsotna	NR
1178	maj68-1842	Milan Jesih (1950)	Slava vojvodine Kranjske: Slava vojvodine Kranjske (1970) [maj68]	#JesihMilan	Slava vojvodine Kranjske		Slava vojvodine Kranjske				1970-10-15		15.okt 1970	Ljubljana	Tribuna	XX/1	6	poezija	nizka	odsotna	knjižni jezik	odsotna		odsotna	NR
1179	maj68-1843	Milan Jesih (1950)	Slava vojvodine Kranjske: Zadovoljni Kranjci v Polhovem Gradcu (1970) [maj68]	#JesihMilan	Zadovoljni Kranjci v Polhovem Gradcu		Slava vojvodine Kranjske				1970-10-15		15.okt 1970	Ljubljana	Tribuna	XX/1	6	poezija	nizka	odsotna	knjižni jezik	odsotna		odsotna	NR
1180	maj68-1844	Milan Jesih (1950)	Slava vojvodine Kranjske: Kranjski župani v Ljubljani (1970) [maj68]	#JesihMilan	Kranjski župani v Ljubljani		Slava vojvodine Kranjske				1970-10-15		15.okt 1970	Ljubljana	Tribuna	XX/1	6	poezija	nizka	odsotna	knjižni jezik	odsotna		odsotna	NR
1181	maj68-1845	Milan Jesih (1950)	Slava vojvodine Kranjske: s10/10M, tops pops lestvica najbolj popularnih Kranjcev (1970) [maj68]	#JesihMilan	s10/10M, tops pops lestvica najbolj popularnih Kranjcev		Slava vojvodine Kranjske				1970-10-15		15.okt 1970	Ljubljana	Tribuna	XX/1	6	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	NR
1182	maj68-1846	Marjan Pungartnik (1948)	Odgovor: Che en casa (1970) [maj68]	#PungartnikMarjan	Odgovor: Che en casa						1970-10-22		22.okt 1970	Ljubljana	Tribuna	XX/2	4	proza	srednja	odsotna	knjižni jezik	odsotna	srbohrvaščina	nizka	NR
1183	maj68-1847	Filip Robar Dorin (1940)	Čebulna kožica (1970) [maj68]	#RobarDorinFilip	Čebulna kožica				Fič Robar Dorin		1970-10-22		22.okt 1970	Ljubljana	Tribuna	XX/2	4	poezija	srednja	odsotna	splošni pogovorni jezik	nizka		odsotna	NR
1184	maj68-1848	Filip Robar Dorin (1940)	Kathleen (1970) [maj68]	#RobarDorinFilip	Kathleen				Fič Robar Dorin		1970-10-22		22.okt 1970	Ljubljana	Tribuna	XX/2	4	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	NR
1185	maj68-1849	Milan Dekleva (1946)	Freaking out!:: Blues o uničenju Amerike / (ob Albertu Kingu) (1970) [maj68]	#DeklevaMilan	Blues o uničenju Amerike	(ob Albertu Kingu)		Freaking out!			1970-10-22		22.okt 1970	Ljubljana	Tribuna	XX/2	8	poezija	nizka	odsotna	knjižni jezik	odsotna		odsotna	NR
1186	maj68-1850	Franček Rudolf (1944)	Moški in ženska (1970) [maj68]	#RudolfFranček	Moški in ženska						1970-10-29		29.okt 1970	Ljubljana	Tribuna	XX/3	6	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	NR
1187	maj68-1851	Milan Dekleva (1946)	Romanca o uničenju Rusije (1970) [maj68]	#DeklevaMilan	Romanca o uničenju Rusije						1970-10-29		29.okt 1970	Ljubljana	Tribuna	XX/3	8	poezija	nizka	odsotna	knjižni jezik	odsotna		odsotna	NR
1188	maj68-1852	Marjan Pungartnik (1948)	Ponedeljek (1970) [maj68]	#PungartnikMarjan	Ponedeljek						1970-11-05		5.nov 1970	Ljubljana	Tribuna	XX/4	3	proza	nizka	odsotna	splošni pogovorni jezik	nizka		odsotna	NR
1189	maj68-1853	Matjaž Kocbek (1946)	Lues (1970) [maj68]	#KocbekMatjaž	Lues						1970-11-05		5.nov 1970	Ljubljana	Tribuna	XX/4	5–7	poezija	srednja	odsotna	knjižni jezik	odsotna	angleščina	nizka	NR
1190	maj68-1854	[Neznani avtor]	Mačje življenje (1970) [maj68]		Mačje življenje						1970-11-12		12.nov 1970	Ljubljana	Tribuna	XX/5	6–7	proza	srednja	odsotna	splošni pogovorni jezik	srednja	srbohrvaščina	srednja	NR
1191	maj68-1855	Marko Švabić (1949)	Djurica krvava purica (1970) [maj68]	#ŠvabićMarko	Djurica krvava purica						1970-11-19		19.nov 1970	Ljubljana	Tribuna	XX/6	6	proza	srednja	odsotna	splošni pogovorni jezik	nizka		odsotna	NR
1192	maj68-1856	Majda Kne (1954)	[Brez naslova] (1970) [maj68]	#KneMajda							1970-11-19		19.nov 1970	Ljubljana	Tribuna	XX/6	6	poezija	srednja	odsotna	knjižni jezik	odsotna	angleščina	nizka	NR
1193	maj68-1857	Miha Avanzo (1949)	The love song of j. alfred prufrock (1970) [maj68]	#AvanzoMiha	The love song of j. alfred prufrock						1970-11-19		19.nov 1970	Ljubljana	Tribuna	XX/6	7	poezija	srednja	odsotna	knjižni jezik	odsotna	angleščina	nizka	NR
1194	maj68-1858	[Neznani avtor]	Tukaj Zoomček! Ovde! (1970) [maj68]		Tukaj Zoomček! Ovde!						1970-11-19		19.nov 1970	Ljubljana	Tribuna	XX/6	8	poezija	odsotna	odsotna	knjižni jezik	odsotna		odsotna	NR
1195	maj68-1859	Milan Osrajnik (1949)	Utrujenost (1970) [maj68]	#OsrajnikMilan	Utrujenost						1970-11-19		19.nov 1970	Ljubljana	Tribuna	XX/6	7	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	NR
1196	maj68-1860	Vitek Smolej	"Projekt ""Weatherman""" (1970) [maj68]	#SmolejVitek	"Projekt ""Weatherman"""						1970-12-10		10.dec 1970	Ljubljana	Tribuna	XX/8	4	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	NR
1197	maj68-1861	Nataša Kastelic (1947)	Heureka (1970) [maj68]	#KastelicNataša	Heureka						1970-12-10		10.dec 1970	Ljubljana	Tribuna	XX/8	14	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	NR
1198	maj68-1862	Nataša Kastelic (1947)	Kako je belo nastajalo (1970) [maj68]	#KastelicNataša	Kako je belo nastajalo						1970-12-10		10.dec 1970	Ljubljana	Tribuna	XX/8	14	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	NR
1199	maj68-1863	Zdravko Duša (1950)	Samson (1970) [maj68]	#DušaZdravko	Samson						1970-12-10		10.dec 1970	Ljubljana	Tribuna	XX/8	14	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	NR
1200	maj68-1864	Matjaž Krainer	Pravljica (1970) [maj68]	#KrainerMatjaž	Pravljica				Matjaž Kreiner		1970-12-17		17.dec 1970	Ljubljana	Tribuna	XX/9–10	1	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	NR
1201	maj68-1865	Matjaž Krainer	Rog (1970) [maj68]	#KrainerMatjaž	Rog				Matjaž Krajner		1970-12-17		17.dec 1970	Ljubljana	Tribuna	XX/9–10	10	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	NR
1202	maj68-1866	Tomaž Kralj (1951)	Iz hoste hoj (1970) [maj68]	#KraljTomaž	Iz hoste hoj						1970-12-17		17.dec 1970	Ljubljana	Tribuna	XX/9–10	11	proza	srednja	odsotna	knjižni jezik	odsotna		odsotna	NR
1203	maj68-1867	Milan Dekleva (1946)	Voščilnica medvedka Puja (1970) [maj68]	#DeklevaMilan	Voščilnica medvedka Puja						1970-12-31		31.dec 1970	Ljubljana	Tribuna	XX/12–13	1	poezija	visoka	odsotna	knjižni jezik	odsotna		odsotna	NR
1204	maj68-1868	Marjan Pungartnik (1948)	Praznik (1970) [maj68]	#PungartnikMarjan	Praznik						1970-12-31		31.dec 1970	Ljubljana	Tribuna	XX/12–13	9	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	NR
1205	maj68-1869	Tomaž Šalamun (1941)	Modro: 2 (1970) [maj68]	#ŠalamunTomaž	2		Modro				1970-10		oktober 1970	Ljubljana	Problemi	VIII/94	53	poezija	srednja	odsotna	splošni pogovorni jezik	nizka	angleščina	nizka	NR
1206	maj68-1870	Tomaž Šalamun (1941)	Modro: 3 (1970) [maj68]	#ŠalamunTomaž	3		Modro				1970-10		oktober 1970	Ljubljana	Problemi	VIII/94	54	poezija	srednja	odsotna	splošni pogovorni jezik	nizka	latinščina	nizka	NR
1207	maj68-1871	Tomaž Šalamun (1941)	Modro: 4 (1970) [maj68]	#ŠalamunTomaž	4		Modro				1970-10		oktober 1970	Ljubljana	Problemi	VIII/94	54	poezija	srednja	odsotna	splošni pogovorni jezik	nizka	angleščina	nizka	NR
1208	maj68-1872	Tomaž Šalamun (1941)	Modro: 5 (1970) [maj68]	#ŠalamunTomaž	5		Modro				1970-10		oktober 1970	Ljubljana	Problemi	VIII/94	54	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	NR
1209	maj68-1873	Tomaž Šalamun (1941)	Modro: 6 (1970) [maj68]	#ŠalamunTomaž	6		Modro				1970-10		oktober 1970	Ljubljana	Problemi	VIII/94	55	poezija	srednja	odsotna	knjižni jezik	odsotna	nemščina	nizka	NR
1210	maj68-1874	Tomaž Šalamun (1941)	Modro: 7 (1970) [maj68]	#ŠalamunTomaž	7		Modro				1970-10		oktober 1970	Ljubljana	Problemi	VIII/94	55	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	NR
1211	maj68-1875	Tomaž Šalamun (1941)	Modro: 8 (1970) [maj68]	#ŠalamunTomaž	8		Modro				1970-10		oktober 1970	Ljubljana	Problemi	VIII/94	55–56	poezija	srednja	odsotna	splošni pogovorni jezik	nizka		odsotna	NR
1212	maj68-1876	Marko Švabić (1949)	Jangcekjang (1971) [maj68]	#ŠvabićMarko	Jangcekjang				Švabič Marko		1971-01		januar 1971	Ljubljana	Problemi	VIII/97	1‒4	proza	visoka	nizka	knjižni jezik	odsotna		odsotna	"Potopis, ki je tok zavesti, nekaj besed je odebeljenih, poetičnost v zajčevskem slogu (""Ali ne slišiš, kako jokajo gore""), mešanje prve osebe pripovedovalca s prvo množine in drugo ednine."
1213	maj68-1877	Zlatko Naglič	Rob:: Pismo: No. 1-97 (1971) [maj68]	#NagličZlatko	No. 1-97		Pismo	Rob			1971-01		januar 1971	Ljubljana	Problemi	VIII/97	2‒3	hibrid	srednja	srednja	knjižni jezik	odsotna		odsotna	Tekst o Problemih, pisan v ultramodernistični maniri z elementi proze in poezije. Urejal Marko Švabić.
1214	maj68-1878	Matjaž Kocbek (1946)	Tabes dorsalis 9 (1971) [maj68]	#KocbekMatjaž	Tabes dorsalis 9						1971-01		januar 1971	Ljubljana	Problemi	VIII/97	5‒9	poezija	visoka	nizka	splošni pogovorni jezik	nizka		odsotna	"Tok zavesti, v pesmi se pojavi sintagma ""miselni tok"", pesem je tiskana zdaj ob levem zdaj desnem robu, v vsej številki je hkrati objavljen osrednji tekst in robni zapis, ki se tudi tiska enkrat levo, drugič desno poravnano."
1215	maj68-1879	Matjaž Hanžek (1949)	Rob:: Sestanek v soteski številka 10 ob 17h (1971) [maj68]	#HanžekMatjaž	Sestanek v soteski številka 10 ob 17h			Rob			1971-01		januar 1971	Ljubljana	Problemi	VIII/97	3‒7	proza	srednja	odsotna	knjižni jezik	odsotna		odsotna	Urejal Marko Švabić.
1216	maj68-1880	Boris Muževič (1949)	Rob:: Kritika nekega manifesta (1971) [maj68]	#MuževičBoris	Kritika nekega manifesta			Rob			1971-01		januar 1971	Ljubljana	Problemi	VIII/97	7‒9	hibrid	nizka	odsotna	knjižni jezik	odsotna		odsotna	Manifest je blizu tudi strukturalističnemu hibridu proze in teorije. Urejal Marko Švabić.
1217	maj68-1881	Miha Avanzo (1949)	Kaj pride potem (1971) [maj68]	#AvanzoMiha	Kaj pride potem						1971-01		januar 1971	Ljubljana	Problemi	VIII/97	9‒10	poezija	visoka	odsotna	knjižni jezik	odsotna		odsotna	
1218	maj68-1882	Miha Avanzo (1949)	Ta moja pot (1971) [maj68]	#AvanzoMiha	Ta moja pot						1971-01		januar 1971	Ljubljana	Problemi	VIII/97	10	poezija	visoka	odsotna	mladostniški sleng	nizka	angleščina	nizka	
1219	maj68-1883	Marko Švabić (1949)	Rob:: Svašta pička rodi (1971) [maj68]	#ŠvabićMarko	Svašta pička rodi			Rob	Švabič Marko		1971-01		januar 1971	Ljubljana	Problemi	VIII/97	9‒10	proza	odsotna	odsotna	mladostniški sleng	nizka		odsotna	Urejal Marko Švabić.
1220	maj68-1884	Marjana Srčič	Obsojeni na vsakdanjost (1971) [maj68]	#SrčičMarjana	Obsojeni na vsakdanjost						1971-01		januar 1971	Ljubljana	Problemi	VIII/97	10‒12	proza	srednja	nizka	splošni pogovorni jezik	srednja		odsotna	
1221	maj68-1885	Tomaž Kralj (1951)	Rob:: Ohraniti naravo (1971) [maj68]	#KraljTomaž	Ohraniti naravo			Rob			1971-01		januar 1971	Ljubljana	Problemi	VIII/97	17	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	Urejal Marko Švabić.
1222	maj68-1886	France Pibernik (1928)	Drevo drevesa gozd gozdovi (1971) [maj68]	#PibernikFrance	Drevo drevesa gozd gozdovi						1971-01		januar 1971	Ljubljana	Problemi	VIII/97	20‒23	poezija	srednja	srednja	knjižni jezik	odsotna		odsotna	
1223	maj68-1887	Ivan Kreft (1941)	Planet Zemlja (1971) [maj68]	#KreftIvan	Planet Zemlja						1971-01		januar 1971	Ljubljana	Problemi	VIII/97	23‒24, 33	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	
1224	maj68-1888	Janez Povše (1941)	Rob:: Zaznava 6 (1971) [maj68]	#PovšeJanez	Zaznava 6			Rob			1971-01		januar 1971	Ljubljana	Problemi	VIII/97	39‒40	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	Urejal Marko Švabić.
1225	maj68-1889	[Neznani avtor]	Rob:: Stari huligan (B. Štih) in novi Problemi (Magazin) (1971) [maj68]		Stari huligan (B. Štih) in novi Problemi (Magazin)			Rob	F. Š.		1971-01		januar 1971	Ljubljana	Problemi	VIII/97	40	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	Anekdota. Urejal Marko Švabić.
1226	maj68-1890	Ivan Mrak (1906)	Smer in protismer (1971) [maj68]	#MrakIvan	Smer in protismer						1971-01		januar 1971	Ljubljana	Problemi	VIII/97	41‒44	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	Forma dnevniških zapisov, razdeljena po datumih, ki pa si drugače od običajne rabe sledijo za nazaj.
1227	maj68-1891	Marko Švabić (1949)	Rob:: Kuglice (1971) [maj68]	#ŠvabićMarko	Kuglice			Rob	Švabič Marko		1971-01		januar 1971	Ljubljana	Problemi	VIII/97	47‒50	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	Na strani 50 je imenovana pesem, a je v formalnem smislu bliže prozi ali kvečjemu pesmi v prozi, denimo zaradi celih stavkov in odsotnosti segmentacije na kitice. Urejal Marko Švabić.
1228	maj68-1892	Mate Dolenc (1945);Dimitrij Rupel (1946)	Peto nadstropje trinadstropne hiše / Nadaljevanje in konec (1971) [maj68]	#DolencMate;#RupelDimitrij	Peto nadstropje trinadstropne hiše	Nadaljevanje in konec					1971-01		januar 1971	Ljubljana	Problemi	VIII/97	53‒56	proza	visoka	nizka	knjižni jezik	odsotna		odsotna	"Besedilo je ultra- oz. postmodernistično, naslov je dobesedno ""Non stop roman Peto nadstropje trinadstropne hiše 13"" oz. v kazalu ""Non stop roman (nadaljevanje in konec)""."
1229	maj68-1893	Primož Žagar (1940)	Poljska in posrednik (1971) [maj68]	#ŽagarPrimož	Poljska in posrednik						1971-01		januar 1971	Ljubljana	Problemi	VIII/97	56	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	Zdi se, da gre za poskus satire.
1230	maj68-1894	Ivan Mrak (1906)	Uvod v requiem za ljubim Ganimedom (1971) [maj68]	#MrakIvan	Uvod v requiem za ljubim Ganimedom						1971-04		april 1971	Ljubljana	Problemi	VIII/100	18‒20	proza	srednja	nizka	knjižni jezik	odsotna		odsotna	
1231	maj68-1895	Aleš Erjavec (1951);Zdravko Papič (1953)	[Brez naslova] (1971) [maj68]	#ErjavecAleš;#PapičZdravko							1971-04		april 1971	Ljubljana	Problemi	VIII/100	20‒24	poezija	srednja	visoka	splošni pogovorni jezik	nizka		odsotna	Hibrid med vizualno poezijo in stripom.
1232	maj68-1896	Andraž Šalamun (1947)	[Nenaslovljena nepaginirana priloga]:: O bogu (1971) [maj68]	#ŠalamunAndraž	O bogu			[Nenaslovljena nepaginirana priloga]			1971-04		april 1971	Ljubljana	Problemi	VIII/100	32	poezija	nizka	srednja	knjižni jezik	odsotna		odsotna	Priloga zajema veliko hibridnih umetniških praks, ki bi jih lahko šteli tudi v literaturo, a nič bolj kot v kakšno drugo umetnost.
1233	maj68-1897	Veno Taufer (1933)	Podatki: 210868 / Leninska poezija ‒ Stalin (1971) [maj68]	#TauferVeno	210868	Leninska poezija ‒ Stalin	Podatki				1971-04		april 1971	Ljubljana	Problemi	VIII/100	33	poezija	visoka	odsotna	knjižni jezik	odsotna		odsotna	
1234	maj68-1898	Veno Taufer (1933)	Podatki: 261269 / Leninska poezija ‒ Stalin (1971) [maj68]	#TauferVeno	261269	Leninska poezija ‒ Stalin	Podatki				1971-04		april 1971	Ljubljana	Problemi	VIII/100	33	poezija	visoka	odsotna	knjižni jezik	odsotna		odsotna	
1235	maj68-1899	Veno Taufer (1933)	Podatki: 10270 / Leninska poezija ‒ Stalin (1971) [maj68]	#TauferVeno	10270	Leninska poezija ‒ Stalin	Podatki				1971-04		april 1971	Ljubljana	Problemi	VIII/100	33‒34	poezija	visoka	odsotna	knjižni jezik	odsotna		odsotna	
1236	maj68-1900	Veno Taufer (1933)	Podatki: 30271 / Leninska poezija ‒ Stalin (1971) [maj68]	#TauferVeno	30271	Leninska poezija ‒ Stalin	Podatki				1971-04		april 1971	Ljubljana	Problemi	VIII/100	34	poezija	visoka	odsotna	knjižni jezik	odsotna		odsotna	
1237	maj68-1901	Veno Taufer (1933)	Podatki: 170271 / Leninska poezija ‒ Stalin (1971) [maj68]	#TauferVeno	170271	Leninska poezija ‒ Stalin	Podatki				1971-04		april 1971	Ljubljana	Problemi	VIII/100	34	poezija	visoka	odsotna	knjižni jezik	odsotna		odsotna	
1238	maj68-1902	Veno Taufer (1933)	Podatki: 250271 / Leninska poezija ‒ Stalin (1971) [maj68]	#TauferVeno	250271	Leninska poezija ‒ Stalin	Podatki				1971-04		april 1971	Ljubljana	Problemi	VIII/100	34	poezija	visoka	odsotna	knjižni jezik	odsotna		odsotna	
1239	maj68-1903	[Neznani avtor]	Rob:: Pismo: No. 2°100 (1971) [maj68]		No. 2°100		Pismo	Rob			1971-04		april 1971	Ljubljana	Problemi	VIII/100	33‒36	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	Pismo.
1240	maj68-1904	Drago Jančar (1948)	Zmota v osebi (1971) [maj68]	#JančarDrago	Zmota v osebi						1971-04		april 1971	Ljubljana	Problemi	VIII/100	35‒39	proza	srednja	nizka	knjižni jezik	odsotna		odsotna	
1241	maj68-1905	Tomaž Kralj (1951)	Prepisovanje ptic: 6 (1971) [maj68]	#KraljTomaž	6		Prepisovanje ptic				1971-04		april 1971	Ljubljana	Problemi	VIII/100	39‒40	poezija	visoka	srednja	knjižni jezik	odsotna		odsotna	
1242	maj68-1906	Tomaž Kralj (1951)	Prepisovanje ptic: 7 (1971) [maj68]	#KraljTomaž	7		Prepisovanje ptic				1971-04		april 1971	Ljubljana	Problemi	VIII/100	40	poezija	visoka	srednja	knjižni jezik	odsotna		odsotna	
1243	maj68-1907	Tomaž Kralj (1951)	Prepisovanje ptic: 8 (1971) [maj68]	#KraljTomaž	8		Prepisovanje ptic				1971-04		april 1971	Ljubljana	Problemi	VIII/100	40	poezija	visoka	srednja	knjižni jezik	odsotna	angleščina	nizka	
1244	maj68-1908	Tomaž Kralj (1951)	Prepisovanje ptic: 9 (1971) [maj68]	#KraljTomaž	9		Prepisovanje ptic				1971-04		april 1971	Ljubljana	Problemi	VIII/100	40	poezija	visoka	srednja	knjižni jezik	odsotna		odsotna	
1245	maj68-1909	Tomaž Kralj (1951)	Prepisovanje ptic: 10 (1971) [maj68]	#KraljTomaž	10		Prepisovanje ptic				1971-04		april 1971	Ljubljana	Problemi	VIII/100	41	poezija	visoka	srednja	knjižni jezik	odsotna	angleščina	nizka	
1246	maj68-1910	[Neznani avtor]	Rob:: Pismo: No. 4°100 / Protestiram v imenu plemenitega pasjega rodu November/december 1970 (1971) [maj68]		No. 4°100	Protestiram v imenu plemenitega pasjega rodu November/december 1970	Pismo	Rob	Mrak Ivan		1971-04		april 1971	Ljubljana	Problemi	VIII/100	40	proza	srednja	odsotna	knjižni jezik	odsotna		odsotna	Avtorstvo teksta ni gotovo. Verjetno gre za ironično mistifikacijo in je navedeno avtorstvo fiktivno. Urejal Marko Švabić.
1247	maj68-1911	[Neznani avtor]	Rob:: Pismo: No. 5°100 / Ljubljana, 17. 3. 1971 (1971) [maj68]		No. 5°100	Ljubljana, 17. 3. 1971	Pismo	Rob	Boris		1971-04		april 1971	Ljubljana	Problemi	VIII/100	40‒41	proza	odsotna	odsotna	splošni pogovorni jezik	visoka		odsotna	Satirično pismo. Urejal Marko Švabić.
1248	maj68-1912	[Neznani avtor]	Rob:: Pismo: No. 6°100 (1971) [maj68]		No. 6°100		Pismo	Rob	Aerob.		1971-04		april 1971	Ljubljana	Problemi	VIII/100	41‒42	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	Satirično pismo. Urejal Marko Švabić.
1249	maj68-1913	Matjaž Potrč (1948)	Rob:: Pismo: No. 7°100 (1971) [maj68]	#PotrčMatjaž	No. 7°100		Pismo	Rob			1971-04		april 1971	Ljubljana	Problemi	VIII/100	42‒44	proza	srednja	visoka	splošni pogovorni jezik	srednja	nemščina	srednja	Med besedilom tudi odlomek iz notnega zapisa neke pesmi. Urejal Marko Švabić.
